OBJECTID,Shape,ID_PARADERO,ID_PARADA,ID_RUTA,NRO_PARADA,DIRECCION,TIPO_PARADA,RECORRIDO,CODIGO_RUTA,NOMBRE_RUTA,SISTEMA_RUTA,TIPO_RUTA,EMPRESA,X_MAGNAMED,Y_MAGNAMED,LONGITUD,LATITUD 
4581,"(834657.5302000005, 1186875.5285)",53036,90129033,90129,33.0,"CR 65 x CL 91D, Medellin",Reglamentaria,Destino-Origen,Anillo 3AH Carrera 65,Alpujarra - Oriental sentido antihorario,2B,Directa Centro,Transporte Medellín Castilla,834657.5302,1186875.5285,-75.5714022,6.28398193
4582,"(834657.5302000005, 1186875.5285)",53036,90132021,90132,21.0,"CR 65 x CL 91D, Medellin",Reglamentaria,Destino-Origen,Anillo F1 Carrera 65,Av. Greiff - Puente Horacio Toro,2B,Directa Centro,Transporte Medellín Castilla,834657.5302,1186875.5285,-75.5714022,6.28398193
4583,"(834657.5302000005, 1186875.5285)",53036,90128027,90128,27.0,"CR 65 x CL 91D, Medellin",Reglamentaria,Destino-Origen,Anillo 1 Carrera 65,Carabobo - Av. de Greiff,2B,Directa Centro,Transporte Medellín Castilla,834657.5302,1186875.5285,-75.5714022,6.28398193
4584,"(834657.5302000005, 1186875.5285)",53036,90126005,90126,5.0,"CR 65 x CL 91D, Medellin",Reglamentaria,Origen-Destino,306B,Derecha - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,834657.5302,1186875.5285,-75.5714022,6.28398193
4585,"(834658.1946000004, 1176842.9001)",53037,90010035,90010,35.0,"CL 9 Sur 37-60, Medellin",Reglamentaria,Origen-Destino,305,Comercial Hotelera izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,834658.1946,1176842.9001,-75.57139508,6.19328224
4586,"(834662.6801, 1188156.9999000002)",53039,90111013,90111,13.0,"CR 69 99-33, Medellin",Reglamentaria,Origen-Destino,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,834662.6801,1188156.9999,-75.57135581,6.29556704
4587,"(834663.0416, 1178923.7783)",53040,90009048,90009,48.0,"CL 11 x CR 43B  , Medellin",Reglamentaria,Destino-Origen,304,Comercial Hotelera derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,834663.0416,1178923.7783,-75.57135152,6.21209436
4588,"(834651.0776000003, 1181742.0875)",53041,90014047,90014,47.0,"CL 37 46-29, Medellin",Reglamentaria,Origen-Destino,309D,Ruta de la Salud izquierda directa,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,834651.0776,1181742.0875,-75.57145992,6.2375732
4589,"(834651.0776000003, 1181742.0875)",53041,90013047,90013,47.0,"CL 37 46-29, Medellin",Reglamentaria,Origen-Destino,309,Ruta de la Salud izquierda,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,834651.0776,1181742.0875,-75.57145992,6.2375732
4590,"(834651.0776000003, 1181742.0875)",53041,90367024,90367,24.0,"CL 37 46-29, Medellin",Reglamentaria,Origen-Destino,300 DIR-80,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,834651.0776,1181742.0875,-75.57145992,6.2375732
4591,"(834651.0776000003, 1181742.0875)",53041,90005024,90005,24.0,"CL 37 46-29, Medellin",Reglamentaria,Origen-Destino,300,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,834651.0776,1181742.0875,-75.57145992,6.2375732
4592,"(834669.9733000004, 1182690.0890000002)",53046,90195008,90195,8.0,"CL 45 x CR 52, Medellin",Reglamentaria,Destino-Origen,112,Las Palmas,6A,Directa Centro,Copatra,834669.9733,1182690.089,-75.57128932,6.24614359
4593,"(834669.9733000004, 1182690.0890000002)",53046,90224016,90224,16.0,"CL 45 x CR 52, Medellin",Reglamentaria,Origen-Destino,51-52 CV-SD,Campo Valdés San Diego,6C,Directa Centro,Expreso Campo Valdés,834669.9733,1182690.089,-75.57128932,6.24614359
4594,"(834669.9733000004, 1182690.0890000002)",53046,90215027,90215,27.0,"CL 45 x CR 52, Medellin",Reglamentaria,Origen-Destino,031 P-SD,Popular Centro San Diego,6C,Directa Centro,Expreso Campo Valdés,834669.9733,1182690.089,-75.57128932,6.24614359
4595,"(834669.9733000004, 1182690.0890000002)",53046,90212027,90212,27.0,"CL 45 x CR 52, Medellin",Reglamentaria,Destino-Origen,031 P-C,Popular Centro,6C,Directa Centro,Expreso Campo Valdés,834669.9733,1182690.089,-75.57128932,6.24614359
4596,"(834669.9733000004, 1182690.0890000002)",53046,90220017,90220,17.0,"CL 45 x CR 52, Medellin",Reglamentaria,Destino-Origen,51-52 CV-C,Campo Valdés Centro,6C,Directa Centro,Expreso Campo Valdés,834669.9733,1182690.089,-75.57128932,6.24614359
4597,"(834669.9733000004, 1182690.0890000002)",53046,90181028,90181,28.0,"CL 45 x CR 52, Medellin",Reglamentaria,Destino-Origen,099 Horario Esp,Cerros de Quintalinda,6A,Directa Centro,Coopcerquin,834669.9733,1182690.089,-75.57128932,6.24614359
4598,"(834673.1054000003, 1187412.6908)",53048,90109011,90109,11.0,"CR 66 94-98, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,834673.1054,1187412.6908,-75.57126154,6.28883813
4599,"(834673.1583, 1187787.3824)",53049,90109013,90109,13.0,"CL 97 67-18, Medellin",Reglamentaria,Origen-Destino,261i Izq,Izquierda Castilla - Estación Universidad,2B,Integrada,Transporte Medellín Castilla ,834673.1583,1187787.3824,-75.5712611,6.29222552
4600,"(834676.8866, 1181765.6557999998)",53050,90006055,90006,55.0,"CL 37 x CR 46, Medellin",Reglamentaria,Destino-Origen,301,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,834676.8866,1181765.6558,-75.57122676,6.23778628
4601,"(834676.8866, 1181765.6557999998)",53050,90369052,90369,52.0,"CL 37 x CR 46, Medellin",Reglamentaria,Destino-Origen,301 DIR-80,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,834676.8866,1181765.6558,-75.57122676,6.23778628
4602,"(834679.902, 1186481.787)",53055,90002001,90002,1.0,"CR 64C x CL 89, Medellin",Reglamentaria,Origen-Destino,286,Circular 286,Circular 286,Circular,Combuses,834679.902,1186481.787,-75.57120003,6.28042232
4603,"(834679.902, 1186481.787)",53055,90172001,90172,1.0,"CR 64C x CL 89, Medellin",Reglamentaria,Origen-Destino,287,Terminal de Transporte Norte,5A,Directa Centro,Autobuses Poblado Laureles,834679.902,1186481.787,-75.57120003,6.28042232
4604,"(834679.902, 1186481.787)",53055,90004023,90004,23.0,"CR 64C x CL 89, Medellin",Reglamentaria,Origen-Destino,313,Terminal del Norte-Terminal del Sur,Circular 313,Circular,Combuses,834679.902,1186481.787,-75.57120003,6.28042232
4605,"(834681.8831, 1183917.4917000001)",53057,90203037,90203,37.0,"CR 57 57-42, Medellin",Reglamentaria,Destino-Origen,22,Santa Cruz - Terminal,6B,Directa Centro,Transporte Aranjuez Santa Cruz,834681.8831,1183917.4917,-75.57118185,6.25723989
4606,"(834683.8498000003, 1182127.7863000003)",53059,90224020,90224,20.0,"CR 50 40-42, Medellin",Reglamentaria,Destino-Origen,51-52 CV-SD,Campo Valdés San Diego,6C,Directa Centro,Expreso Campo Valdés,834683.8498,1182127.7863,-75.57116389,6.24106011
4607,"(834690.266, 1184084.0496)",53062,90006042,90006,42.0,"CL 59 x CR 55, Medellin",Reglamentaria,Origen-Destino,301,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,834690.266,1184084.0496,-75.57110614,6.25874565
4608,"(834690.266, 1184084.0496)",53062,90369039,90369,39.0,"CL 59 x CR 55, Medellin",Reglamentaria,Origen-Destino,301 DIR-80,Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,834690.266,1184084.0496,-75.57110614,6.25874565
4609,"(834692.7291000002, 1182567.2286999999)",53063,90138020,90138,20.0,"CL 44 x CR 51, Medellin",Reglamentaria,Destino-Origen,Anillo 3h Carrera 73,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,834692.7291,1182567.2287,-75.57108372,6.24503287
4610,"(834692.7291000002, 1182567.2286999999)",53063,90131024,90131,24.0,"CL 44 x CR 51, Medellin",Reglamentaria,Destino-Origen,Anillo 3H Carrera 65 Horario Esp,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,834692.7291,1182567.2287,-75.57108372,6.24503287
4611,"(834692.7291000002, 1182567.2286999999)",53063,90130023,90130,23.0,"CL 44 x CR 51, Medellin",Reglamentaria,Destino-Origen,Anillo 3H Carrera 65,Alpujarra - Oriental sentido horario,2B,Directa Centro,Transporte Medellín Castilla,834692.7291,1182567.2287,-75.57108372,6.24503287
4612,"(834696.7253000004, 1186960.6137)",53065,90119026,90119,26.0,"CR 65 x CL 92, Medellin",Reglamentaria,Destino-Origen,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,834696.7253,1186960.6137,-75.57104808,6.28475114
4613,"(834701.7224, 1183547.5758000002)",53066,90135016,90135,16.0,"CL 53 x CR 55, Medellin",Reglamentaria,Destino-Origen,Anillo 1 Carrera 73,Carabobo - Av. Greiff,2B,Directa Centro,Transporte Medellín Castilla,834701.7224,1183547.5758,-75.57100258,6.25389568
4614,"(834701.7224, 1183547.5758000002)",53066,90104029,90104,29.0,"CL 53 x CR 55, Medellin",Reglamentaria,Destino-Origen,261A,Alfonso López - Viejo Terminal,2B,Directa Centro,Transporte Medellín Castilla ,834701.7224,1183547.5758,-75.57100258,6.25389568
4615,"(834701.7224, 1183547.5758000002)",53066,90132016,90132,16.0,"CL 53 x CR 55, Medellin",Reglamentaria,Destino-Origen,Anillo F1 Carrera 65,Av. Greiff - Puente Horacio Toro,2B,Directa Centro,Transporte Medellín Castilla,834701.7224,1183547.5758,-75.57100258,6.25389568
4616,"(834701.7224, 1183547.5758000002)",53066,90136020,90136,20.0,"CL 53 x CR 55, Medellin",Reglamentaria,Destino-Origen,Anillo 2 Carrera 73,El Hueco - Parque Berrío,2B,Directa Centro,Transporte Medellín Castilla,834701.7224,1183547.5758,-75.57100258,6.25389568
4617,"(834701.7224, 1183547.5758000002)",53066,90139012,90139,12.0,"CL 53 x CR 55, Medellin",Reglamentaria,Origen-Destino,Anillo F1 Carrera 73,Av. Greiff - Puente Horacio Toro,2B,Directa Centro,Transporte Medellín Castilla,834701.7224,1183547.5758,-75.57100258,6.25389568
4618,"(834701.7224, 1183547.5758000002)",53066,90128019,90128,19.0,"CL 53 x CR 55, Medellin",Reglamentaria,Destino-Origen,Anillo 1 Carrera 65,Carabobo - Av. de Greiff,2B,Directa Centro,Transporte Medellín Castilla,834701.7224,1183547.5758,-75.57100258,6.25389568
4619,"(834708.9972, 1186025.3924000002)",53068,90072023,90072,23.0,"CL 78 x CR 64A, Medellin",Reglamentaria,Destino-Origen,250M,Moravia,2A,Integrada,Palenque Robledal,834708.9972,1186025.3924,-75.57093711,6.27629631
4620,"(834715.1589, 1181412.2037)",53069,90133014,90133,14.0,"CL 34 x CR 44A, Medellin",Reglamentaria,Origen-Destino,Anillo F2 Carrera 65,Av. Regional - San Diego,2B,Directa Centro,Transporte Medellín Castilla,834715.1589,1181412.2037,-75.57088097,6.23459091
4621,"(834716.2241, 1188711.6124)",53071,90125047,90125,47.0,"CL 104 71-37, Medellin",Reglamentaria,Destino-Origen,306A,Izquierda - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,834716.2241,1188711.6124,-75.57087209,6.300581
4622,"(834716.4212000002, 1183047.5444)",53072,90203031,90203,31.0,"CR 53 48-70, Medellin",Reglamentaria,Destino-Origen,22,Santa Cruz - Terminal,6B,Directa Centro,Transporte Aranjuez Santa Cruz,834716.4212,1183047.5444,-75.57086973,6.24937516
4623,"(834721.0239, 1183863.0400999999)",53074,90076022,90076,22.0,"CL 57 54-121, Medellin",Reglamentaria,Origen-Destino,253D,Aures derecha,2A,Directa Centro,Palenque Robledal,834721.0239,1183863.0401,-75.57082823,6.25674762
4624,"(834721.0239, 1183863.0400999999)",53074,90077022,90077,22.0,"CL 57 54-121, Medellin",Reglamentaria,Origen-Destino,253I,Aures izquierda,2A,Directa Centro,Palenque Robledal,834721.0239,1183863.0401,-75.57082823,6.25674762
4625,"(834721.7283000001, 1181709.0411999999)",53075,90015023,90015,23.0,"CL 37 45-51, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,834721.7283,1181709.0412,-75.57082165,6.23727446
4626,"(834722.4876000005, 1175669.2859999998)",53076,90009034,90009,34.0,"CR 34 16A Sur-271, Medellin",Reglamentaria,Destino-Origen,304,Comercial Hotelera derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,834722.4876,1175669.286,-75.57081418,6.18267223
4627,"(834726.0234, 1183220.7906)",53078,90015036,90015,36.0,"CL 50 53-48, Medellin",Reglamentaria,Destino-Origen,315,Circular 315,Circular 315 Y 316,Circular,Santra,834726.0234,1183220.7906,-75.570783,6.25094138
4628,"(834726.0234, 1183220.7906)",53078,90283035,90283,35.0,"CL 50 53-48, Medellin",Reglamentaria,Destino-Origen,191,Laureles Éxito,8A,Directa Centro,Autobuses Poblado Laureles,834726.0234,1183220.7906,-75.570783,6.25094138
4629,"(834726.0234, 1183220.7906)",53078,90016047,90016,47.0,"CL 50 53-48, Medellin",Reglamentaria,Destino-Origen,316,Circular 316,Circular 315 Y 316,Circular,Santra,834726.0234,1183220.7906,-75.570783,6.25094138
4630,"(834726.0234, 1183220.7906)",53078,90081047,90081,47.0,"CL 50 53-48, Medellin",Reglamentaria,Origen-Destino,255A,Nuevo Occidente-Las Flores,2A,Directa Centro,Rápido San Cristóbal,834726.0234,1183220.7906,-75.570783,6.25094138
4631,"(834728.7389000002, 1188740.0920000002)",53080,90126012,90126,12.0,"CL 104 70-80, Medellin",Reglamentaria,Origen-Destino,306B,Derecha - Circular Noroccidental,2B,Integrada,Transporte Medellín Castilla ,834728.7389,1188740.092,-75.57075902,6.30083847
4632,"(834730.4892000001, 1178629.2844000002)",53081,90009047,90009,47.0,"CR 43A 8-46, Medellin",Reglamentaria,Destino-Origen,304,Comercial Hotelera derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Invetrans,834730.4892,1178629.2844,-75.57074219,6.20943201
4633,"(834732.2583, 1187468.1941)",53082,90110003,90110,3.0,"CL 95 65-26, Medellin",Reglamentaria,Origen-Destino,261ii,Estación Tricentenario,2B,Integrada,Transporte Medellín Castilla ,834732.2583,1187468.1941,-75.5707271,6.28933992
4634,"(834725.4004, 1187093.7502000001)",53084,90111017,90111,17.0,"CR 65 x CL 93, Medellin",Reglamentaria,Origen-Destino,263,12 de Octubre - Calle 90,2B,Directa Centro,Transporte Medellín Castilla ,834725.4004,1187093.7502,-75.57078902,6.28595476
4635,"(834741.6329, 1182268.2275)",53087,90215031,90215,31.0,"CR 50 x CL 41, Medellin",Reglamentaria,Destino-Origen,031 P-SD,Popular Centro San Diego,6C,Directa Centro,Expreso Campo Valdés,834741.6329,1182268.2275,-75.57064188,6.24232977
4636,"(834741.6329, 1182268.2275)",53087,90011036,90011,36.0,"CR 50 x CL 41, Medellin",Reglamentaria,Destino-Origen,308,Ruta de la Salud derecha,"Circular 304, 305, 308, 308D, 309, 309D",Circular,Coinvetrans,834741.6329,1182268.2275,-75.57064188,6.24232977
4637,"(834743.6493000005, 1189283.2149)",53094,90119035,90119,35.0,"CR 74 x CL 107, Medellin",Reglamentaria,Destino-Origen,281,Florencia,2B,Directa Centro,Transporte Medellín Castilla ,834743.6493,1189283.2149,-75.57062436,6.30574856
4638,"(834747.4202000002, 1182663.8398)",53095,90176021,90176,21.0,"CL 45 51-31, Medellin",Reglamentaria,Destino-Origen,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,834747.4202,1182663.8398,-75.57058964,6.24590629
4639,"(834747.4202000002, 1182663.8398)",53095,90016053,90016,53.0,"CL 45 51-31, Medellin",Reglamentaria,Destino-Origen,316,Circular 316,Circular 315 Y 316,Circular,Santra,834747.4202,1182663.8398,-75.57058964,6.24590629
4640,"(834747.4202000002, 1182663.8398)",53095,90175020,90175,20.0,"CL 45 51-31, Medellin",Reglamentaria,Destino-Origen,97,Cauces-Quintalinda,6A,Directa Centro,Flota la V,834747.4202,1182663.8398,-75.57058964,6.24590629
4641,"(834748.2155000006, 1181889.3018)",53096,90284029,90284,29.0,"CR 46 38-33, Medellin",Reglamentaria,Destino-Origen,192,Laureles Nogal # 1,8A,Directa Centro,Autobuses Poblado Laureles,834748.2155,1181889.3018,-75.57058237,6.2389041
4642,"(835416.2594000001, 1183092.8146000002)",53498,90283032,90283,32.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,191,Laureles Éxito,8A,Directa Centro,Autobuses Poblado Laureles,835416.2594,1183092.8146,-75.56454714,6.24978446
4643,"(835416.2594000001, 1183092.8146000002)",53498,90230014,90230,14.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,082 V-LA,Villa Hermosa - Los Ángeles,6D,Directa Centro,Flota Nueva Villa,835416.2594,1183092.8146,-75.56454714,6.24978446
4644,"(835416.2594000001, 1183092.8146000002)",53498,90320029,90320,29.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,243,La Divisa,8A,Directa Centro,Coonatra,835416.2594,1183092.8146,-75.56454714,6.24978446
4645,"(835416.2594000001, 1183092.8146000002)",53498,90231011,90231,11.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,082 V-LAD,Villa Hermosa - Los Ángeles - Directa,6D,Directa Centro,Flota Nueva Villa,835416.2594,1183092.8146,-75.56454714,6.24978446
4646,"(835416.2594000001, 1183092.8146000002)",53498,90223013,90223,13.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,51-52 CV-O,Campo Valdés Oriental,6C,Directa Centro,Expreso Campo Valdés,835416.2594,1183092.8146,-75.56454714,6.24978446
4647,"(835416.2594000001, 1183092.8146000002)",53498,90172007,90172,7.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,287,Terminal de Transporte Norte,5A,Directa Centro,Autobuses Poblado Laureles,835416.2594,1183092.8146,-75.56454714,6.24978446
4648,"(835416.2594000001, 1183092.8146000002)",53498,90007034,90007,34.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,310,Directa Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,835416.2594,1183092.8146,-75.56454714,6.24978446
4649,"(835416.2594000001, 1183092.8146000002)",53498,90238035,90238,35.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,69,El Jardín,6E,Directa Centro,Coopetransa ,835416.2594,1183092.8146,-75.56454714,6.24978446
4650,"(835416.2594000001, 1183092.8146000002)",53498,90321028,90321,28.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,243,La Quiebra,8A,Directa Centro,Coonatra,835416.2594,1183092.8146,-75.56454714,6.24978446
4651,"(835416.2594000001, 1183092.8146000002)",53498,90363022,90363,22.0,"CR 46 52-05, Medellin",Reglamentaria,Origen-Destino,310R,Rosales,8A,Circular,Coonatra,835416.2594,1183092.8146,-75.56454714,6.24978446
4652,"(835416.5775, 1182820.8755)",53499,90071024,90071,24.0,"CR 45 49-46, Medellin",Reglamentaria,Origen-Destino,250AH,La Huerta,2A,Directa Centro,Palenque Robledal,835416.5775,1182820.8755,-75.56454427,6.247326
4653,"(835416.5775, 1182820.8755)",53499,90099030,90099,30.0,"CR 45 49-46, Medellin",Reglamentaria,Origen-Destino,267,Éxito,2A,Directa Centro,Palenque Robledal,835416.5775,1182820.8755,-75.56454427,6.247326
4654,"(835416.5775, 1182820.8755)",53499,90008036,90008,36.0,"CR 45 49-46, Medellin",Reglamentaria,Destino-Origen,311,Directa Circular,"Circular Coonatra 300, 301, 310, 311",Circular,Coonatra,835416.5775,1182820.8755,-75.56454427,6.247326
4655,"(835416.5775, 1182820.8755)",53499,90073026,90073,26.0,"CR 45 49-46, Medellin",Reglamentaria,Destino-Origen,250AP,Pajarito,2A,Directa Centro,Palenque Robledal,835416.5775,1182820.8755,-75.56454427,6.247326
4656,"(835416.5775, 1182820.8755)",53499,90070030,90070,30.0,"CR 45 49-46, Medellin",Reglamentaria,Origen-Destino,250VF,Robledo Villa Flora,2A,Directa Centro,Palenque Robledal,835416.5775,1182820.8755,-75.56454427,6.247326
4657,"(835416.5775, 1182820.8755)",53499,90187013,90187,13.0,"CR 45 49-46, Medellin",Reglamentaria,Origen-Destino,102A,Pablo Escobar-Cataluña,6A,Directa No Centro,Cootranscataluña,835416.5775,1182820.8755,-75.56454427,6.247326
4658,"(835416.5775, 1182820.8755)",53499,90015031,90015,31.0,"CR 45 49-46, Medellin",Reglamentaria,Origen-Destino,315,Circular 315,Circular 315 Y 316,Circular,Santra,835416.5775,1182820.8755,-75.56454427,6.247326
4659,"(835416.5775, 1182820.8755)",53499,90365019,90365,19.0,"CR 45 49-46, Medellin",Reglamentaria,Origen-Destino,250VF_C,Villa Flora-Curazao,2A,Directa Centro,Palenque Robledal,835416.5775,1182820.8755,-75.56454427,6.247326
4660,"(835416.6626000003, 1185891.6916999999)",53500,90203020,90203,20.0,"CR 52 80C-11, Medellin",Reglamentaria,Origen-Destino,22,Santa Cruz - Terminal,6B,Directa Centro,Transporte Aranjuez Santa Cruz,835416.6626,1185891.6917,-75.56454348,6.27508762
